x (nm),y (nm),stmz (nm),tunneling current (pA),Force (N)
11.432,-49.359,0.207,-58.523,0.804
11.431,-49.359,0.207,-58.523,0.804
11.431,-49.359,0.207,-58.523,0.803
11.431,-49.358,0.207,-58.523,0.802
11.43,-49.358,0.207,-58.523,0.801
11.423,-49.355,0.207,-58.523,0.793
11.422,-49.355,0.207,-58.523,0.793
11.421,-49.355,0.207,-58.523,0.796
11.421,-49.356,0.207,-58.523,0.794
11.421,-49.356,0.207,-58.523,0.793
11.421,-49.356,0.207,-58.523,0.795
11.42,-49.355,0.207,-58.523,0.794
11.42,-49.355,0.207,-58.523,0.793
11.418,-49.358,0.208,-56.393,0.79
11.418,-49.359,0.208,-56.393,0.766
11.418,-49.359,0.208,-56.393,0.766
11.418,-49.359,0.208,-56.393,0.768
11.418,-49.359,0.208,-56.393,0.767
11.418,-49.36,0.208,-56.393,0.767
11.418,-49.36,0.208,-56.393,0.766
11.418,-49.36,0.208,-56.393,0.766
11.419,-49.366,0.208,-56.393,0.776
11.419,-49.366,0.208,-56.393,0.778
11.419,-49.366,0.208,-56.393,0.778
11.419,-49.366,0.208,-56.393,0.777
11.419,-49.367,0.208,-56.393,0.779
11.419,-49.367,0.208,-56.393,0.781
11.419,-49.367,0.208,-56.393,0.78
11.42,-49.368,0.208,-56.393,0.78
11.421,-49.37,0.208,-57.661,0.791
11.421,-49.37,0.208,-57.661,0.803
11.421,-49.37,0.208,-57.661,0.805
11.421,-49.37,0.208,-57.661,0.808
11.421,-49.37,0.207,-57.661,0.808
11.421,-49.37,0.207,-57.661,0.809
11.421,-49.37,0.207,-57.661,0.804
11.421,-49.374,0.207,-57.661,0.813
11.421,-49.375,0.206,-57.661,0.812
11.421,-49.375,0.206,-57.661,0.813
11.421,-49.375,0.206,-54.417,0.812
11.421,-49.375,0.205,-54.417,0.777
11.421,-49.376,0.205,-54.417,0.777
11.421,-49.376,0.205,-54.417,0.776
11.42,-49.377,0.205,-53.29,0.783
11.42,-49.378,0.203,-53.29,0.768
11.42,-49.377,0.203,-53.29,0.77
11.42,-49.377,0.203,-53.29,0.768
11.42,-49.377,0.203,-53.29,0.766
11.42,-49.377,0.203,-52.863,0.769
11.42,-49.377,0.203,-52.863,0.762
11.421,-49.371,0.203,-52.863,0.75
11.421,-49.37,0.202,-52.863,0.75
11.421,-49.37,0.202,-52.376,0
11.421,-49.37,0.202,-52.376,0.747
11.422,-49.369,0.201,-52.376,0.746
11.422,-49.369,0.201,-52.376,0.745
11.422,-49.369,0.201,-52.376,0.745
11.422,-49.368,0.201,-52.376,0.745
11.425,-49.361,0.201,-52.376,0.739
11.425,-49.361,0.201,-52.376,0.74
11.425,-49.36,0.201,-52.376,0.742
11.425,-49.36,0.201,-52.376,0.742
11.425,-49.36,0.201,-52.376,0.742
11.425,-49.36,0.201,-52.376,0.743
11.425,-49.36,0.201,-52.376,0.738
11.425,-49.356,0.201,-52.376,0.733
11.424,-49.356,0.2,-51.66,0.732
11.424,-49.356,0.2,-51.66,0.724
11.424,-49.355,0.2,-51.66,0.722
11.424,-49.355,0.2,-51.66,0.72
11.424,-49.355,0.2,-51.66,0.721
11.424,-49.355,0.2,-51.66,0.722
11.423,-49.355,0.2,-51.66,0.723
11.417,-49.353,0.2,-51.731,0.724
11.417,-49.353,0.2,-51.731,0.725
11.416,-49.353,0.2,-51.731,0.725
11.415,-49.353,0.2,-55.432,0.725
11.415,-49.353,0.2,-55.432,0.766
11.415,-49.353,0.2,-55.432,0.766
11.414,-49.353,0.2,-55.432,0.766
11.406,-49.35,0.2,-55.432,0.77
11.405,-49.349,0.2,-56.272,0.77
11.405,-49.349,0.2,-56.272,0.77
11.405,-49.349,0.2,-56.272,0.781
11.405,-49.348,0.2,-56.272,0.781
11.405,-49.348,0.2,-56.272,0.783
11.405,-49.348,0.2,-56.272,0.784
11.404,-49.347,0.2,-56.272,0.783
11.403,-49.34,0.2,-56.671,0.782
11.403,-49.34,0.199,-56.671,0.788
11.403,-49.34,0.199,-56.671,0.787
11.403,-49.34,0.199,-56.671,0.788
11.403,-49.34,0.199,-56.671,0.786
11.403,-49.339,0.199,-56.671,0.788
11.403,-49.339,0.199,-56.671,0.786
11.405,-49.339,0.199,-56.671,0.785
11.405,-49.336,0.199,-56.671,0.783
11.405,-49.336,0.199,-56.671,0.782
11.405,-49.335,0.199,-56.671,0.785
11.405,-49.335,0.199,-56.671,0.785
11.405,-49.335,0.199,-56.671,0.786
11.405,-49.335,0.199,-56.671,0.787
11.407,-49.334,0.199,-56.671,0.78
11.408,-49.334,0.199,-56.671,0.78
11.408,-49.334,0.199,-56.671,0.78
11.408,-49.333,0.199,-58.762,0.786
11.408,-49.333,0.199,-58.762,0.807
11.408,-49.333,0.199,-58.762,0.806
11.408,-49.333,0.199,-58.762,0.805
11.408,-49.333,0.199,-58.762,0.805
11.409,-49.334,0.199,-58.762,0.805
11.412,-49.335,0.199,-58.762,0.806
11.413,-49.335,0.199,-58.762,0.804
11.413,-49.335,0.199,-58.693,0.804
11.413,-49.335,0.199,-58.693,0.803
11.413,-49.335,0.199,-58.693,0.803
11.414,-49.335,0.199,-58.693,0.803
11.414,-49.335,0.199,-58.693,0.803
11.414,-49.335,0.199,-58.693,0.803
11.419,-49.335,0.199,-58.877,0.805
11.42,-49.335,0.199,-58.877,0.806
11.42,-49.335,0.199,-58.877,0.809
11.42,-49.335,0.199,-58.877,0.809
11.421,-49.335,0.199,-58.877,0.808
11.421,-49.334,0.199,-58.877,0.81
11.422,-49.334,0.198,-58.877,0.81
11.429,-49.332,0.198,-58.877,0.817
11.429,-49.331,0.198,-59.584,0.814
11.43,-49.331,0.198,-59.584,0.819
11.431,-49.331,0.198,-59.584,0.82
11.431,-49.331,0.198,-59.584,0.821
11.431,-49.331,0.198,-59.584,0.819
11.432,-49.331,0.198,-59.584,0.817
11.432,-49.33,0.198,-59.584,0.819
11.432,-49.331,0.198,-59.584,0.818
11.439,-49.33,0.198,-61.812,0.818
11.439,-49.33,0.198,-61.812,0.84
11.439,-49.329,0.198,-61.812,0.842
11.439,-49.329,0.197,-61.812,0.843
11.439,-49.329,0.197,-61.812,0.84
11.44,-49.329,0.197,-61.812,0.842
11.44,-49.329,0.197,-62.113,0.842
11.442,-49.323,0.197,-62.113,0.861
11.442,-49.322,0.197,-62.113,0.861
11.442,-49.321,0.196,-62.113,0.861
11.443,-49.321,0.196,-62.113,0.862
11.443,-49.32,0.196,-62.113,0.859
11.443,-49.32,0.196,-62.113,0.861
11.442,-49.307,0.196,-62.652,0.867
11.441,-49.306,0.194,-62.652,0.872
11.441,-49.306,0.194,-62.652,0.868
11.441,-49.305,0.194,-62.652,0.869
11.441,-49.304,0.194,-62.652,0.869
11.44,-49.303,0.194,-62.652,0.871
11.435,-49.295,0.193,-62.554,0.866
11.435,-49.295,0.192,-62.554,0.866
11.435,-49.295,0.192,-62.554,0.868
11.436,-49.294,0.192,-62.554,0.864
11.436,-49.294,0.192,-62.554,0.865
11.436,-49.295,0.191,-62.554,0.864
11.436,-49.294,0.191,-62.554,0.862
11.437,-49.29,0.191,-62.554,0.852
11.438,-49.29,0.191,-62.648,0.85
11.438,-49.289,0.191,-62.648,0.851
11.438,-49.289,0.191,-62.648,0.853
11.439,-49.289,0.191,-62.648,0.849
11.439,-49.289,0.191,-62.648,0.851
11.439,-49.289,0.191,-62.648,0
11.445,-49.284,0.191,-62.648,0.853
11.445,-49.284,0.19,-63.783,0.854
11.446,-49.284,0.19,-63.783,0.867
11.446,-49.284,0.19,-63.783,0.865
11.446,-49.283,0.19,-63.783,0.867
11.447,-49.283,0.19,-63.783,0.867
11.447,-49.283,0.19,-63.783,0.868
11.449,-49.278,0.19,-63.783,0.864
11.449,-49.277,0.19,-64.201,0.866
11.449,-49.277,0.19,-64.201,0.871
11.449,-49.277,0.19,-64.201,0.872
11.449,-49.276,0.19,-64.201,0.87
11.449,-49.276,0.189,-64.201,0.871
11.449,-49.275,0.189,-64.201,0.872
11.45,-49.269,0.189,-64.16,0.873
11.45,-49.268,0.189,-64.16,0.872
11.45,-49.268,0.189,-64.16,0.873
11.45,-49.267,0.188,-64.16,0.873
11.45,-49.266,0.188,-64.16,0.875
11.45,-49.266,0.188,-67.346,0.874
11.45,-49.265,0.188,-67.346,0.916
11.454,-49.261,0.188,-67.346,0.9
11.454,-49.261,0.188,-67.346,0.897
11.454,-49.261,0.188,-67.346,0.897
11.454,-49.261,0.188,-67.346,0.896
11.454,-49.26,0.188,-67.346,0.899
11.454,-49.26,0.188,-67.346,0.898
11.455,-49.259,0.188,-76.44,0.894
11.455,-49.259,0.188,-76.44,0.986
11.456,-49.259,0.188,-76.44,0.986
11.456,-49.259,0.188,-76.44,0.984
11.456,-49.259,0.188,-76.44,0.983
11.456,-49.259,0.188,-76.44,0.979
11.457,-49.259,0.188,-76.44,0.974
11.459,-49.258,0.188,-77.38,0.975
11.459,-49.258,0.189,-77.38,0.988
11.459,-49.258,0.189,-77.38,0.983
11.459,-49.258,0.189,-77.38,0.982
11.459,-49.258,0.189,-77.38,0.983
11.46,-49.257,0.189,-77.38,0.984
11.459,-49.257,0.189,-77.38,0.983
11.458,-49.258,0.189,-82.002,1.02
11.457,-49.259,0.19,-82.002,1.019
11.457,-49.258,0.19,-82.002,1.018
11.456,-49.259,0.19,-82.002,1.017
11.453,-49.258,0.19,-82.002,1.03
11.452,-49.258,0.191,-82.002,1.03
11.452,-49.258,0.191,-82.002,1.028
11.452,-49.258,0.191,-82.002,1.029
11.452,-49.258,0.192,-82.002,1.027
11.452,-49.258,0.192,-82.002,1.031
11.452,-49.258,0.192,-82.002,1.034
11.451,-49.262,0.192,-81.873,1.033
11.451,-49.262,0.192,-81.873,1.031
11.451,-49.262,0.192,-81.873,1.028
11.451,-49.262,0.192,-81.873,1.029
11.451,-49.262,0.192,-81.873,1.031
11.451,-49.263,0.192,-81.873,1.03
11.452,-49.265,0.192,-81.873,1.038
11.452,-49.265,0.193,-81.873,1.039
11.452,-49.265,0.193,-81.873,1.039
11.452,-49.265,0.193,-85.028,1.039
11.452,-49.265,0.193,-85.028,1.069
11.453,-49.265,0.193,-85.028,1.069
11.453,-49.265,0.193,-85.028,1.069
11.458,-49.264,0.193,-85.027,1.075
11.458,-49.264,0.192,-85.027,1.071
11.458,-49.264,0.192,-85.027,1.071
11.459,-49.264,0.192,-85.027,1.073
11.46,-49.264,0.192,-85.027,1.075
11.46,-49.264,0.192,-85.027,1.074
11.461,-49.264,0.192,-85.027,1.072
11.475,-49.258,0.192,-82.44,1.081
11.475,-49.257,0.192,-82.44,1.057
11.476,-49.256,0.192,-82.44,1.053
11.477,-49.257,0.192,-80.62,1.054
11.479,-49.256,0.192,-80.62,1.037
11.479,-49.256,0.192,-80.62,1.038
11.48,-49.255,0.192,-80.62,1.041
11.492,-49.25,0.192,-80.62,1.031
11.493,-49.25,0.191,-80.282,1.03
11.493,-49.25,0.191,-80.282,1.026
11.493,-49.25,0.191,-80.282,1.028
11.494,-49.25,0.191,-80.282,1.03
11.494,-49.25,0.191,-80.282,1.027
11.495,-49.25,0.191,-80.282,1.026
11.501,-49.252,0.191,-76.806,1.024
11.501,-49.252,0.191,-76.806,0.99
11.501,-49.252,0.191,-76.806,0.99
11.501,-49.252,0.191,-76.806,0.99
11.501,-49.252,0.191,-76.806,0.99
11.501,-49.251,0.191,-76.806,0.994
11.501,-49.251,0.191,-76.806,0.995
11.503,-49.25,0.191,-76.736,0.993
11.503,-49.25,0.191,-76.736,0.994
11.503,-49.25,0.191,-76.736,0.992
11.503,-49.25,0.191,-76.736,0.992
11.503,-49.25,0.191,-76.736,0.991
11.503,-49.25,0.191,-76.736,0.99
11.502,-49.25,0.191,-76.736,0.99
11.502,-49.25,0.191,-78.44,0.99
11.502,-49.25,0.191,-78.44,1.006
11.502,-49.25,0.191,-78.44,1.006
11.502,-49.251,0.191,-78.44,1.008
11.502,-49.252,0.191,-78.44,1.006
11.502,-49.252,0.191,-78.44,1.003
11.501,-49.252,0.191,-78.44,1.009
11.501,-49.252,0.191,-78.44,1.007
11.501,-49.252,0.191,-78.44,1.007
11.501,-49.252,0.191,-78.44,1.007
11.501,-49.252,0.191,-78.638,1.007
11.501,-49.252,0.191,-78.638,1.008
11.501,-49.252,0.191,-78.638,1.008
11.501,-49.252,0.191,-78.638,1.008
11.501,-49.252,0.191,-78.698,1.009
11.501,-49.252,0.191,-78.698,1.009
11.501,-49.252,0.191,-78.698,1.009
11.501,-49.252,0.191,-78.698,1.009
11.501,-49.253,0.191,-78.698,1.011
11.501,-49.253,0.191,-78.698,1.011
11.501,-49.253,0.191,-78.698,1.01
11.501,-49.253,0.191,-78.698,1.01
11.501,-49.253,0.191,-78.698,1.01
11.506,-49.254,0.191,-80.216,1.01
11.506,-49.254,0.191,-80.216,1.024
11.506,-49.254,0.191,-80.216,1.024
11.506,-49.254,0.191,-80.216,1.024
11.507,-49.254,0.191,-80.261,1.024
11.507,-49.254,0.191,-80.261,1.024
11.507,-49.254,0.191,-80.261,1.024
11.513,-49.259,0.191,-80.261,1.026
11.513,-49.259,0.19,-80.261,1.028
11.513,-49.259,0.19,-80.261,1.029
11.513,-49.259,0.19,-80.261,1.027
11.514,-49.26,0.19,-80.261,1.029
11.515,-49.26,0.19,-80.261,1.028
11.515,-49.261,0.19,-80.261,1.028
11.525,-49.269,0.19,-80.261,1.031
11.525,-49.269,0.19,-80.578,1.031
11.526,-49.27,0.19,-80.578,1.033
11.527,-49.27,0.19,-80.578,1.033
11.527,-49.27,0.19,-80.578,1.034
11.528,-49.271,0.19,-80.578,1.034
11.543,-49.285,0.19,-80.578,1.034
11.545,-49.286,0.189,-80.578,1.036
11.545,-49.286,0.189,-80.578,1.035
11.546,-49.286,0.189,-80.578,1.035
11.547,-49.288,0.189,-80.578,1.037
11.548,-49.289,0.189,-80.578,1.032
11.549,-49.29,0.189,-80.578,1.031
11.549,-49.291,0.189,-80.578,1.034
11.56,-49.303,0.189,-80.578,1.038
11.562,-49.305,0.189,-80.932,1.038
11.562,-49.306,0.189,-80.932,1.042
11.563,-49.307,0.189,-80.932,1.044
11.565,-49.308,0.189,-80.932,1.041
11.565,-49.309,0.188,-80.932,1.043
11.566,-49.31,0.188,-80.932,1.043
11.577,-49.326,0.188,-80.932,1.043
11.577,-49.327,0.188,-80.932,1.043
11.578,-49.329,0.188,-80.932,1.04
11.578,-49.33,0.188,-80.932,1.04
11.579,-49.332,0.188,-80.932,1.042
11.579,-49.332,0.188,-80.932,1.043
11.585,-49.352,0.187,-80.932,1.045
11.585,-49.354,0.187,-80.974,1.045
11.586,-49.355,0.187,-80.974,0
11.586,-49.356,0.187,-80.974,1.04
11.586,-49.357,0.186,-80.974,1.04
11.586,-49.359,0.186,-80.974,1.037
11.587,-49.36,0.186,-80.974,1.039
11.585,-49.382,0.186,-80.974,1.028
11.584,-49.384,0.186,-81.068,1.022
11.584,-49.384,0.187,-81.068,1.026
11.584,-49.386,0.187,-80.788,1.025
11.584,-49.387,0.187,-80.788,1.02
11.584,-49.389,0.187,-80.788,1.02
11.583,-49.39,0.187,-80.788,1.022
11.58,-49.406,0.187,-80.788,1.022
11.58,-49.406,0.187,-81.221,1.021
11.58,-49.407,0.187,-81.221,1.027
11.58,-49.407,0.187,-81.221,1.025
11.58,-49.408,0.187,-81.221,1.026
11.581,-49.409,0.187,-81.221,1.027
11.581,-49.409,0.187,-81.221,1.026
11.58,-49.409,0.187,-81.221,1.024
11.58,-49.41,0.187,-81.221,1.026
11.58,-49.411,0.187,-81.221,1.027
11.579,-49.422,0.187,-80.097,1.023
11.579,-49.422,0.188,-80.097,1.011
11.578,-49.423,0.188,-80.097,1.011
11.578,-49.424,0.188,-80.097,1.009
11.578,-49.426,0.188,-80.097,1.008
11.578,-49.426,0.188,-80.097,1.011
11.577,-49.427,0.188,-79.412,1.01
11.566,-49.447,0.188,-79.412,1.001
11.565,-49.449,0.189,-79.412,1.003
11.564,-49.45,0.189,-79.412,1.005
11.563,-49.451,0.189,-79.412,1.009
11.562,-49.452,0.189,-79.412,1.006
11.562,-49.453,0.189,-79.412,1.004
11.561,-49.455,0.189,-79.412,1.004
11.547,-49.475,0.189,-79.412,1.008
11.545,-49.477,0.19,-81.069,1.011
11.545,-49.478,0.19,-81.069,1.029
11.544,-49.479,0.19,-81.069,1.028
11.544,-49.48,0.19,-81.069,1.026
11.543,-49.481,0.19,-81.069,1.028
11.542,-49.482,0.19,-81.069,1.025
11.541,-49.483,0.19,-81.069,1.025
11.522,-49.518,0.19,-81.069,1.031
11.521,-49.52,0.19,-81.069,1.026
11.521,-49.521,0.19,-81.069,1.025
11.52,-49.524,0.19,-81.069,1.024
11.519,-49.526,0.19,-73.948,1.024
11.518,-49.529,0.19,-73.948,0.96
11.511,-49.553,0.19,-73.948,0.981
11.511,-49.554,0.189,-73.948,0.979
11.511,-49.556,0.189,-73.948,0.982
11.51,-49.558,0.189,-73.948,0.979
11.509,-49.56,0.189,-73.948,0.979
11.509,-49.561,0.189,-73.948,0.981
11.502,-49.591,0.189,-73.628,0.978
11.501,-49.594,0.188,-73.628,0.975
11.501,-49.595,0.188,-73.628,0.975
11.501,-49.597,0.188,-73.628,0.977
11.502,-49.598,0.188,-71.859,0.978
11.502,-49.598,0.187,-71.859,0.959
11.502,-49.598,0.187,-71.859,0.956
11.505,-49.615,0.187,-71.859,0.954
11.506,-49.616,0.186,-71.859,0.959
11.506,-49.617,0.186,-67.209,0.959
11.506,-49.617,0.186,-67.209,0.91
11.507,-49.619,0.186,-67.209,0.91
11.507,-49.619,0.186,-67.209,0.907
11.508,-49.62,0.186,-67.209,0.906
11.508,-49.62,0.186,-67.209,0.913
11.508,-49.621,0.186,-67.209,0.915
11.516,-49.634,0.186,-66.089,0.91
11.515,-49.635,0.185,-66.089,0.898
11.516,-49.635,0.185,-66.089,0.901
11.516,-49.636,0.184,-66.089,0.903
11.516,-49.637,0.184,-66.089,0.901
11.517,-49.638,0.184,-66.089,0.899
11.517,-49.639,0.184,-66.089,0.903
11.518,-49.656,0.184,-65.147,0.897
11.518,-49.657,0.183,-65.147,0.887
11.517,-49.658,0.183,-65.147,0.887
11.517,-49.658,0.183,-65.147,0.885
11.517,-49.658,0.183,-65.147,0.884
11.517,-49.66,0.183,-65.147,0.885
11.517,-49.66,0.183,-65.147,0.884
11.516,-49.674,0.183,-65.147,0.889
11.516,-49.675,0.182,-65.147,0.888
11.516,-49.675,0.182,-65.147,0.884
11.516,-49.676,0.182,-65.147,0.885
11.516,-49.677,0.182,-65.147,0.883
11.516,-49.677,0.182,-65.147,0.882
11.516,-49.678,0.182,-65.147,0.881
11.516,-49.683,0.181,-65.147,0.879
11.516,-49.683,0.181,-65.147,0.875
11.517,-49.684,0.181,-65.147,0.876
11.517,-49.683,0.181,-65.147,0.879
11.517,-49.683,0.181,-65.147,0.88
11.517,-49.683,0.181,-65.147,0.876
11.521,-49.683,0.181,-57.377,0.875
11.521,-49.683,0.181,-57.377,0.791
11.522,-49.682,0.181,-57.377,0.798
11.528,-49.676,0.18,-57.377,0.798
11.527,-49.676,0.179,-57.377,0.8
11.527,-49.676,0.179,-57.377,0.802
11.527,-49.676,0.179,-57.377,0.801
11.527,-49.675,0.179,-57.377,0.801
11.527,-49.675,0.179,-57.377,0.8
11.527,-49.675,0.179,-57.377,0.8
11.527,-49.675,0.179,-57.377,0.8
11.528,-49.674,0.179,-57.377,0.8
11.528,-49.674,0.179,-57.377,0.8
11.529,-49.667,0.179,-59.646,0.802
11.529,-49.666,0.178,-59.646,0.825
11.529,-49.666,0.178,-59.646,0.825
11.529,-49.666,0.178,-59.646,0.825
11.529,-49.665,0.178,-59.646,0.825
11.529,-49.665,0.178,-59.646,0.825
11.528,-49.665,0.178,-59.646,0.819
11.523,-49.66,0.178,-59.646,0.817
11.523,-49.66,0.178,-59.646,0.815
11.523,-49.66,0.178,-59.646,0.814
11.523,-49.66,0.178,-59.646,0.814
11.522,-49.66,0.178,-59.646,0.813
11.522,-49.659,0.178,-59.646,0.814
11.522,-49.659,0.178,-59.646,0.815
11.521,-49.659,0.178,-59.646,0.814
11.519,-49.655,0.178,-60.381,0.817
11.519,-49.655,0.178,-60.381,0.824
11.519,-49.655,0.178,-60.381,0.82
11.519,-49.655,0.178,-60.381,0.819
11.519,-49.654,0.178,-60.381,0.818
11.519,-49.654,0.178,-60.381,0.82
11.515,-49.65,0.178,-63.913,0.819
11.515,-49.65,0.178,-63.913,0.857
11.515,-49.649,0.178,-63.913,0.856
11.514,-49.649,0.178,-63.913,0.854
11.514,-49.649,0.178,-63.913,0.856
11.513,-49.649,0.178,-63.913,0.857
11.513,-49.648,0.178,-63.913,0.854
11.508,-49.646,0.178,-63.913,0.858
11.508,-49.645,0.178,-63.913,0.856
11.508,-49.645,0.178,-63.913,0.855
11.507,-49.645,0.178,-63.913,0.856
11.507,-49.645,0.178,-63.913,0.858
11.506,-49.645,0.178,-63.913,0.858
11.506,-49.645,0.178,-64.936,0.858
11.502,-49.643,0.178,-64.936,0.875
11.502,-49.643,0.178,-64.936,0.873
11.502,-49.643,0.178,-64.936,0.872
11.502,-49.643,0.178,-64.936,0.872
11.502,-49.643,0.178,-64.936,0.871
11.502,-49.643,0.178,-64.936,0.87
11.502,-49.643,0.178,-64.936,0.87
11.502,-49.643,0.178,-64.936,0.87
11.502,-49.643,0.178,-64.936,0.87
11.502,-49.642,0.178,-69.29,0.873
11.502,-49.642,0.178,-69.29,0.919
11.502,-49.642,0.178,-69.29,0.918
11.502,-49.642,0.178,-69.29,0.917
11.502,-49.642,0.178,-69.29,0.916
11.502,-49.642,0.178,-69.29,0.916
11.502,-49.643,0.178,-69.29,0.912
11.508,-49.643,0.178,-69.29,0.915
11.509,-49.643,0.178,-69.309,0.915
11.509,-49.642,0.178,-69.309,0.913
11.51,-49.643,0.178,-69.309,0.912
11.51,-49.643,0.178,-69.309,0.91
11.511,-49.643,0.178,-69.309,0.91
11.511,-49.643,0.178,-69.309,0.911
11.512,-49.643,0.178,-69.309,0.912
11.523,-49.644,0.178,-69.309,0.914
11.524,-49.643,0.178,-69.709,0.912
11.524,-49.643,0.178,-69.709,0.916
11.525,-49.644,0.178,-69.709,0.917
11.525,-49.644,0.178,-70.483,0.917
11.527,-49.643,0.178,-70.483,0.924
11.527,-49.643,0.178,-70.483,0.924
11.535,-49.643,0.178,-70.483,0.923
11.536,-49.642,0.178,-70.483,0.922
11.537,-49.642,0.178,-70.483,0.924
11.537,-49.642,0.178,-70.483,0.925
11.537,-49.642,0.178,-70.483,0.926
11.537,-49.642,0.178,-70.483,0.922
11.537,-49.642,0.178,-70.483,0.925
11.539,-49.641,0.178,-70.483,0.927
11.539,-49.641,0.178,-70.852,0.927
11.539,-49.641,0.178,-70.852,0.931
11.539,-49.641,0.178,-70.852,0.931
11.539,-49.641,0.178,-70.71,0.931
11.539,-49.641,0.178,-70.71,0.929
11.539,-49.641,0.178,-70.71,0.929
11.539,-49.64,0.178,-70.71,0.93
11.539,-49.64,0.178,-70.328,0.933
11.539,-49.64,0.178,-70.328,0.931
11.539,-49.64,0.178,-70.328,0.929
11.539,-49.64,0.178,-70.328,0.928
11.539,-49.64,0.178,-70.328,0.927
11.539,-49.639,0.178,-70.328,0.929
11.539,-49.639,0.178,-70.328,0.931
11.539,-49.638,0.178,-70.328,0.928
11.539,-49.638,0.178,-70.328,0.927
11.539,-49.638,0.178,-70.328,0.927
11.539,-49.638,0.178,-70.328,0.926
11.539,-49.638,0.178,-70.328,0.926
11.539,-49.638,0.178,-70.328,0.926
11.539,-49.639,0.178,-70.328,0.933
11.539,-49.639,0.178,-70.328,0.934
11.539,-49.638,0.178,-70.328,0.926
11.539,-49.638,0.178,-69.801,0.926
11.54,-49.638,0.178,-69.801,0.92
11.54,-49.638,0.178,-69.801,0.92
11.54,-49.638,0.178,-69.801,0.92
11.54,-49.638,0.178,-69.801,0.92
11.54,-49.638,0.178,-69.801,0.92
11.545,-49.635,0.178,-69.987,0.921
11.545,-49.636,0.178,-69.987,0.923
11.546,-49.635,0.178,-69.987,0.928
11.546,-49.635,0.178,-69.987,0.926
11.546,-49.635,0.178,-69.987,0.925
11.546,-49.635,0.178,-69.987,0.924
11.548,-49.635,0.178,-69.987,0.92
11.548,-49.634,0.178,-69.987,0.918
11.548,-49.634,0.178,-69.987,0.92
11.548,-49.634,0.178,-69.987,0.92
11.548,-49.633,0.178,-69.987,0.924
11.549,-49.633,0.178,-70.136,0.927
11.549,-49.634,0.178,-70.136,0.926
11.549,-49.634,0.178,-70.136,0.925
11.549,-49.634,0.178,-70.136,0.925
11.552,-49.632,0.178,-70.136,0.93
11.552,-49.631,0.177,-70.136,0.923
11.552,-49.631,0.177,-70.136,0.923
11.552,-49.63,0.177,-70.136,0.926
11.553,-49.631,0.177,-70.136,0.929
11.553,-49.631,0.177,-70.136,0.927
11.553,-49.631,0.177,-70.136,0.926
11.557,-49.625,0.177,-70.136,0.934
11.557,-49.625,0.177,-70.136,0.938
11.557,-49.625,0.177,-70.516,0.938
11.557,-49.624,0.177,-70.516,0.944
11.557,-49.624,0.177,-70.516,0.942
11.558,-49.624,0.177,-70.516,0.938
11.558,-49.624,0.177,-70.516,0.938
11.558,-49.623,0.177,-70.516,0.939
11.559,-49.623,0.177,-70.516,0.939
11.564,-49.613,0.177,-70.516,0.945
11.565,-49.613,0.176,-70.516,0.943
11.565,-49.612,0.176,-70.516,0.947
11.565,-49.612,0.176,-70.516,0.944
11.565,-49.611,0.176,-70.516,0.945
11.566,-49.61,0.175,-70.516,0.946
11.566,-49.61,0.175,-70.516,0.944
11.568,-49.61,0.175,-70.516,0.946
11.573,-49.597,0.175,-69.826,0.939
11.573,-49.597,0.174,-69.826,0.932
11.573,-49.597,0.174,-70.869,0.932
11.574,-49.596,0.174,-70.869,0.942
11.574,-49.596,0.174,-70.869,0.942
11.574,-49.596,0.174,-70.869,0.94
11.574,-49.596,0.174,-70.869,0.941
11.576,-49.593,0.174,-70.869,0.937
11.576,-49.593,0.174,-70.881,0.937
11.577,-49.593,0.174,-70.881,0.934
11.577,-49.593,0.174,-70.881,0.933
11.577,-49.593,0.174,-71.557,0.933
11.577,-49.593,0.174,-71.557,0.939
11.578,-49.593,0.174,-71.557,0.939
11.578,-49.593,0.174,-71.557,0.942
11.578,-49.593,0.174,-71.557,0.942
11.583,-49.594,0.174,-71.557,0.938
11.583,-49.594,0.174,-71.557,0.938
11.584,-49.594,0.174,-71.557,0.938
11.584,-49.594,0.174,-71.557,0.938
11.585,-49.594,0.174,-71.557,0.938
11.585,-49.594,0.174,-71.557,0.938
11.586,-49.594,0.174,-71.557,0.938
11.586,-49.593,0.174,-74.952,0.936
11.592,-49.591,0.174,-74.952,0.977
11.593,-49.59,0.174,-74.952,0.972
11.593,-49.59,0.174,-78.245,0.976
11.593,-49.59,0.174,-78.245,1.007
11.593,-49.589,0.174,-78.245,1.004
11.594,-49.589,0.174,-78.245,1.005
11.605,-49.58,0.174,-78.245,1.004
11.606,-49.58,0.174,-80.767,1.002
11.607,-49.579,0.174,-80.767,1.029
11.607,-49.579,0.174,-80.767,1.027
11.608,-49.578,0.174,-80.767,1.028
11.608,-49.578,0.174,-80.767,1.029
11.609,-49.577,0.174,-80.767,1.025
11.609,-49.577,0.174,-80.767,1.024
11.613,-49.571,0.174,-80.767,1.026
11.613,-49.571,0.174,-80.767,1.027
11.613,-49.57,0.174,-80.767,1.026
11.614,-49.57,0.174,-80.767,1.024
11.614,-49.57,0.174,-80.767,1.026
11.614,-49.57,0.174,-80.767,1.027
11.614,-49.57,0.174,-80.767,1.027
11.612,-49.569,0.174,-80.767,1.032
11.612,-49.569,0.174,-80.948,1.031
