x (nm),y (nm),stmz (nm),tunneling current (pA),Force (N)
13.528,-47.926,0.204,-195.064,1.882
13.529,-47.926,0.204,-195.064,1.881
13.529,-47.926,0.204,-195.064,1.876
13.536,-47.924,0.205,-195.064,1.88
13.536,-47.924,0.205,-195.064,1.88
13.537,-47.923,0.205,-195.064,1.878
13.537,-47.923,0.205,-195.064,1.878
13.537,-47.923,0.205,-195.064,1.879
13.538,-47.923,0.205,-194.877,1.879
13.538,-47.924,0.205,-194.877,1.876
13.545,-47.921,0.205,-194.877,1.878
13.545,-47.921,0.205,-194.877,1.878
13.546,-47.92,0.205,-194.877,1.877
13.546,-47.921,0.205,-194.877,1.873
13.547,-47.921,0.205,-194.877,1.872
13.547,-47.921,0.205,-194.573,1.875
13.548,-47.921,0.205,-194.573,1.874
13.548,-47.921,0.205,-194.573,1.875
13.557,-47.918,0.205,-194.693,1.876
13.557,-47.918,0.205,-194.693,1.877
13.557,-47.918,0.205,-194.693,1.877
13.558,-47.918,0.205,-194.693,1.878
13.558,-47.917,0.205,-194.693,1.875
13.559,-47.917,0.205,-194.693,1.876
13.559,-47.917,0.205,-194.693,1.877
13.565,-47.917,0.205,-194.693,1.878
13.565,-47.917,0.205,-194.693,1.878
13.566,-47.917,0.205,-194.693,1.878
13.566,-47.917,0.205,-194.693,1.878
13.566,-47.917,0.205,-194.693,1.878
13.566,-47.917,0.205,-194.693,1.878
13.566,-47.917,0.205,-194.693,1.878
13.567,-47.917,0.205,-194.693,1.878
13.569,-47.918,0.205,-195.709,1.877
13.569,-47.918,0.205,-195.709,1.883
13.569,-47.918,0.205,-195.709,1.883
13.57,-47.919,0.205,-195.709,1.886
13.57,-47.919,0.205,-195.709,1.885
13.57,-47.919,0.205,-196.196,1.885
13.57,-47.919,0.205,-196.196,1.888
13.57,-47.919,0.205,-196.196,1.887
13.569,-47.922,0.205,-196.196,1.889
13.569,-47.922,0.205,-196.196,1.889
13.569,-47.922,0.205,-196.196,1.888
13.569,-47.922,0.205,-196.196,1.888
13.569,-47.922,0.205,-196.196,1.887
13.569,-47.922,0.205,-196.196,1.887
13.569,-47.922,0.205,-196.196,1.887
13.569,-47.923,0.205,-196.196,1.889
13.57,-47.924,0.205,-196.196,1.887
13.57,-47.924,0.205,-196.196,1.887
13.571,-47.924,0.205,-196.196,1.887
13.571,-47.925,0.205,-193.999,1.889
13.571,-47.925,0.205,-193.999,1.876
13.571,-47.925,0.205,-193.999,1.875
13.571,-47.925,0.205,-193.999,1.875
13.571,-47.925,0.205,-193.999,1.874
13.576,-47.927,0.205,-193.999,1.873
13.576,-47.927,0.205,-193.56,1.873
13.576,-47.927,0.205,-193.56,1.871
13.576,-47.927,0.205,-193.56,1.871
13.576,-47.928,0.205,-193.56,1.868
13.576,-47.928,0.205,-193.56,1.866
13.577,-47.928,0.205,-193.56,1.868
13.577,-47.928,0.205,-193.56,1.869
13.582,-47.93,0.205,-193.56,1.864
13.582,-47.93,0.205,-193.56,1.867
13.582,-47.93,0.205,-193.56,1.868
13.582,-47.93,0.205,-193.56,1.866
13.582,-47.93,0.205,-193.56,1.864
13.583,-47.929,0.205,-193.56,1.865
13.583,-47.929,0.205,-193.56,1.867
13.589,-47.927,0.205,-191.528,1.869
13.59,-47.927,0.205,-191.528,1.858
13.59,-47.926,0.205,-191.528,1.857
13.59,-47.926,0.205,-191.528,1.856
13.59,-47.926,0.205,-191.528,1.858
13.59,-47.926,0.205,-191.528,1.858
13.59,-47.926,0.205,-191.528,1.858
13.59,-47.925,0.205,-191.528,1.859
13.59,-47.924,0.205,-192.836,1.858
13.59,-47.924,0.205,-192.836,1.864
13.59,-47.924,0.205,-192.836,1.865
13.59,-47.924,0.205,-192.836,1.866
13.59,-47.924,0.205,-192.836,1.866
13.59,-47.924,0.205,-192.836,1.866
13.59,-47.924,0.205,-192.836,1.867
13.59,-47.924,0.205,-192.836,1.867
13.588,-47.924,0.205,-192.836,1.869
13.588,-47.924,0.205,-192.836,1.869
13.588,-47.924,0.205,-192.836,1.868
13.588,-47.924,0.205,-192.836,1.868
13.588,-47.924,0.205,-192.836,1.867
13.588,-47.924,0.205,-192.836,1.867
13.588,-47.924,0.205,-192.836,1.867
13.588,-47.924,0.205,-192.836,1.867
13.588,-47.924,0.205,-192.836,1.867
13.588,-47.924,0.205,-193.287,1.87
13.588,-47.924,0.205,-193.287,1.875
13.588,-47.924,0.205,-193.287,1.873
13.588,-47.924,0.205,-193.287,1.874
13.588,-47.924,0.205,-193.287,1.874
13.588,-47.924,0.205,-193.287,1.873
13.588,-47.924,0.205,-193.287,1.872
13.588,-47.924,0.205,-193.287,1.871
13.588,-47.924,0.205,-193.287,1.873
13.587,-47.923,0.205,-193.287,1.876
13.587,-47.923,0.205,-193.287,1.874
13.587,-47.923,0.205,-190.195,1.873
13.587,-47.923,0.205,-190.195,1.853
13.586,-47.923,0.205,-190.195,1.852
13.586,-47.923,0.205,-190.195,1.855
13.583,-47.924,0.205,-190.195,0
13.583,-47.924,0.205,-189.589,1.852
13.583,-47.924,0.205,-189.589,1.848
13.583,-47.923,0.205,-189.589,1.853
13.583,-47.923,0.205,-189.589,1.85
13.583,-47.923,0.205,-189.589,1.85
13.583,-47.923,0.205,-189.589,1.849
13.581,-47.924,0.205,-189.589,1.847
13.581,-47.924,0.205,-188.897,1.847
13.581,-47.924,0.205,-188.897,1.843
13.581,-47.924,0.205,-188.897,1.843
13.581,-47.924,0.205,-188.897,1.843
13.581,-47.924,0.205,-188.897,1.843
13.581,-47.924,0.205,-188.897,1.843
13.581,-47.924,0.205,-188.897,1.843
13.581,-47.924,0.205,-188.897,1.843
13.583,-47.924,0.205,-189.797,1.843
13.583,-47.924,0.205,-189.797,1.849
13.583,-47.924,0.205,-189.797,1.849
13.583,-47.923,0.205,-189.797,1.847
13.583,-47.923,0.205,-190.11,1.846
13.583,-47.923,0.205,-190.11,1.849
13.583,-47.923,0.205,-190.11,1.85
13.583,-47.923,0.205,-190.11,1.85
13.584,-47.922,0.205,-190.994,1.85
13.584,-47.922,0.205,-190.994,1.856
13.584,-47.922,0.205,-190.994,1.856
13.584,-47.921,0.205,-190.994,1.854
13.584,-47.921,0.205,-192.95,1.854
13.584,-47.921,0.205,-192.95,1.866
13.584,-47.921,0.205,-192.95,1.867
13.584,-47.921,0.205,-192.95,1.867
13.583,-47.919,0.205,-193.296,1.865
13.583,-47.919,0.205,-193.296,1.868
13.583,-47.919,0.205,-193.296,1.868
13.582,-47.919,0.205,-193.296,1.869
13.582,-47.919,0.205,-193.296,1.869
13.582,-47.919,0.205,-193.296,1.869
13.582,-47.919,0.205,-193.296,1.869
13.582,-47.919,0.205,-193.296,1.869
13.58,-47.916,0.205,-193.158,1.868
13.58,-47.916,0.205,-193.158,1.866
13.579,-47.917,0.205,-193.158,1.867
13.579,-47.917,0.205,-193.158,1.868
13.579,-47.917,0.205,-193.158,1.868
13.578,-47.917,0.205,-193.158,1.868
13.578,-47.916,0.205,-193.158,1.866
13.572,-47.915,0.205,-192.449,1.869
13.571,-47.915,0.205,-192.449,1.865
13.571,-47.916,0.205,-192.449,1.859
13.571,-47.916,0.205,-192.449,1.863
13.567,-47.913,0.205,-191.875,1.869
13.567,-47.913,0.205,-191.875,1.866
13.567,-47.913,0.205,-191.875,1.866
13.567,-47.913,0.205,-191.875,1.868
13.567,-47.913,0.205,-191.875,1.871
13.568,-47.913,0.205,-191.783,1.858
13.568,-47.913,0.205,-191.783,1.859
13.568,-47.913,0.205,-191.783,1.86
13.569,-47.913,0.205,-191.783,1.86
13.569,-47.913,0.205,-192.658,1.86
13.575,-47.915,0.205,-192.658,1.866
13.575,-47.915,0.205,-192.658,1.866
13.576,-47.915,0.205,-192.658,1.866
13.576,-47.915,0.205,-192.658,1.866
13.576,-47.915,0.205,-192.658,1.866
13.579,-47.915,0.205,-194.07,1.865
13.58,-47.915,0.205,-194.07,1.874
13.58,-47.915,0.205,-195.064,1.874
13.58,-47.915,0.205,-195.064,1.88
13.582,-47.914,0.205,-195.064,1.879
13.582,-47.914,0.205,-194.76,1.88
13.582,-47.914,0.205,-194.76,1.878
13.582,-47.914,0.205,-194.76,1.878
