Experiment	bias spectroscopy	
290.99995E-3	51.225902E-12	1.5774944E+0	1.5605687E+0	291.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	16.441059E+0	442.43046E-15	0.0000000E+0	3.3270002E-3	478.70453E-15	2.4762315E-12	51.652755E-12	1.5774907E+0	1.5605791E+0	291.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-5.1466222E+0	567.24813E-15	0.0000000E+0	3.3270002E-3	476.79780E-15	2.4817561E-12
296.49997E-3	51.858712E-12	1.5774964E+0	1.5605674E+0	296.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-66.111877E+0	607.50650E-15	0.0000000E+0	3.3270002E-3	486.65526E-15	2.5522492E-12	52.073252E-12	1.5774937E+0	1.5605818E+0	296.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-15.063689E+0	416.67378E-15	0.0000000E+0	3.3270002E-3	486.67992E-15	2.5843275E-12
301.99999E-3	52.319499E-12	1.5775003E+0	1.5605689E+0	301.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	5.5105410E+0	509.74253E-15	0.0000000E+0	3.3270002E-3	488.31880E-15	2.4536696E-12	52.541586E-12	1.5774932E+0	1.5605842E+0	301.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	6.1398916E+0	510.97847E-15	0.0000000E+0	3.3270002E-3	512.52991E-15	2.5291837E-12
307.49995E-3	52.814961E-12	1.5774969E+0	1.5605686E+0	307.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-58.003487E+0	325.37314E-15	0.0000000E+0	3.3270002E-3	414.70375E-15	2.4616036E-12	53.160219E-12	1.5774928E+0	1.5605742E+0	307.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	34.600037E+0	545.43447E-15	0.0000000E+0	3.3270002E-3	452.24593E-15	2.5288751E-12
312.99996E-3	53.408212E-12	1.5774916E+0	1.5605727E+0	312.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	56.119881E+0	525.27991E-15	0.0000000E+0	3.3270002E-3	456.38233E-15	2.5809487E-12	53.740682E-12	1.5775021E+0	1.5605780E+0	312.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-12.903536E+0	400.99968E-15	0.0000000E+0	3.3270002E-3	515.66558E-15	2.4843261E-12
318.49998E-3	53.810782E-12	1.5774970E+0	1.5605654E+0	318.49998E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	50.462681E+0	662.01851E-15	0.0000000E+0	3.3270002E-3	515.29999E-15	2.4370274E-12	54.229593E-12	1.5775044E+0	1.5605842E+0	318.49998E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-234.07868E-3	678.55796E-15	0.0000000E+0	3.3270002E-3	550.83195E-15	2.5391638E-12
324.00000E-3	54.085215E-12	1.5774987E+0	1.5605676E+0	324.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	45.025135E+0	599.23252E-15	0.0000000E+0	3.3270002E-3	502.23828E-15	2.4696447E-12	54.685451E-12	1.5775014E+0	1.5605857E+0	324.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	29.968712E+0	586.62775E-15	0.0000000E+0	3.3270002E-3	562.83179E-15	2.4747225E-12
329.49996E-3	54.712186E-12	1.5774978E+0	1.5605658E+0	329.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-3.8831921E+0	489.20031E-15	0.0000000E+0	3.3270002E-3	537.08231E-15	2.4625933E-12	55.174899E-12	1.5775033E+0	1.5605786E+0	329.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-20.833027E+0	578.37665E-15	0.0000000E+0	3.3270002E-3	472.27066E-15	2.4306709E-12
334.99998E-3	55.305358E-12	1.5775011E+0	1.5605735E+0	335.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	13.618303E+0	321.70295E-15	0.0000000E+0	3.3270002E-3	517.84808E-15	2.4683324E-12	55.620900E-12	1.5775082E+0	1.5605841E+0	335.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-31.626808E+0	566.67876E-15	0.0000000E+0	3.3270002E-3	472.48506E-15	2.5615014E-12
340.50000E-3	56.095188E-12	1.5775046E+0	1.5605726E+0	340.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	5.2991724E+0	460.31261E-15	0.0000000E+0	3.3270002E-3	495.49470E-15	2.4665276E-12	56.065843E-12	1.5775046E+0	1.5605855E+0	340.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	51.159779E+0	587.57632E-15	0.0000000E+0	3.3270002E-3	553.87043E-15	2.5487015E-12
345.99996E-3	56.693490E-12	1.5774999E+0	1.5605671E+0	345.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	45.957916E+0	353.18512E-15	0.0000000E+0	3.3270002E-3	466.58451E-15	2.4575849E-12	56.681763E-12	1.5775120E+0	1.5605780E+0	345.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-403.22423E-3	506.70454E-15	0.0000000E+0	3.3270002E-3	522.71387E-15	2.5640384E-12
351.49997E-3	57.130047E-12	1.5775003E+0	1.5605710E+0	351.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-42.352776E+0	404.43441E-15	0.0000000E+0	3.3270002E-3	427.81973E-15	2.5503321E-12	57.242037E-12	1.5775070E+0	1.5605811E+0	351.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-81.926598E+0	653.19164E-15	0.0000000E+0	3.3270002E-3	410.89506E-15	2.4852865E-12
356.99999E-3	57.774660E-12	1.5775019E+0	1.5605718E+0	356.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-8.6600332E+0	590.96131E-15	0.0000000E+0	3.3270002E-3	411.29367E-15	2.5513014E-12	57.640035E-12	1.5775042E+0	1.5605837E+0	356.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	12.564455E+0	410.16477E-15	0.0000000E+0	3.3270002E-3	504.85988E-15	2.4888138E-12
362.49995E-3	58.178400E-12	1.5775007E+0	1.5605739E+0	362.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-58.693176E+0	554.82967E-15	0.0000000E+0	3.3270002E-3	490.16309E-15	2.5413536E-12	58.332804E-12	1.5774983E+0	1.5605788E+0	362.49998E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-58.872295E+0	600.44710E-15	0.0000000E+0	3.3270002E-3	514.92377E-15	2.5562313E-12
367.99997E-3	58.751996E-12	1.5775024E+0	1.5605711E+0	368.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	17.726355E+0	460.62725E-15	0.0000000E+0	3.3270002E-3	413.96357E-15	2.5311721E-12	58.855427E-12	1.5775000E+0	1.5605823E+0	368.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	1.4009415E+0	371.42023E-15	0.0000000E+0	3.3270002E-3	420.96177E-15	2.5365259E-12
373.49999E-3	59.164534E-12	1.5774947E+0	1.5605683E+0	373.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-57.943901E+0	453.12750E-15	0.0000000E+0	3.3270002E-3	457.01442E-15	2.4655588E-12	59.582034E-12	1.5775032E+0	1.5605791E+0	373.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-25.245630E+0	663.95896E-15	0.0000000E+0	3.3270002E-3	495.77502E-15	2.4315547E-12
378.99995E-3	59.764457E-12	1.5774939E+0	1.5605792E+0	379.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-38.396191E+0	537.99771E-15	0.0000000E+0	3.3270002E-3	557.43843E-15	2.5526406E-12	60.118167E-12	1.5775021E+0	1.5605810E+0	379.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	48.653400E+0	517.30099E-15	0.0000000E+0	3.3270002E-3	525.85155E-15	2.4913517E-12
384.49997E-3	60.147574E-12	1.5774984E+0	1.5605762E+0	384.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	65.728218E+0	884.64885E-15	0.0000000E+0	3.3270002E-3	488.16073E-15	2.5006464E-12	60.457958E-12	1.5774981E+0	1.5605857E+0	384.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	34.489746E+0	474.89942E-15	0.0000000E+0	3.3270002E-3	524.23192E-15	2.5809882E-12
389.99999E-3	60.695469E-12	1.5775030E+0	1.5605736E+0	389.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	37.297642E+0	525.02333E-15	0.0000000E+0	3.3270002E-3	484.31934E-15	2.4628507E-12	60.844545E-12	1.5774987E+0	1.5605834E+0	389.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-72.744530E+0	494.84733E-15	0.0000000E+0	3.3270002E-3	513.78671E-15	2.5285616E-12
395.49994E-3	61.312920E-12	1.5774992E+0	1.5605685E+0	395.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-50.407116E+0	465.75352E-15	0.0000000E+0	3.3270002E-3	516.18150E-15	2.5412554E-12	61.370908E-12	1.5774970E+0	1.5605805E+0	395.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	47.582298E+0	443.58568E-15	0.0000000E+0	3.3270002E-3	580.70866E-15	2.4559495E-12
401.00002E-3	61.905807E-12	1.5775026E+0	1.5605742E+0	400.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	27.978180E+0	506.44775E-15	0.0000000E+0	3.3270002E-3	508.67101E-15	2.4687865E-12	62.048797E-12	1.5774994E+0	1.5605755E+0	400.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-34.465286E+0	527.89207E-15	0.0000000E+0	3.3270002E-3	441.08093E-15	2.5757734E-12
406.49998E-3	62.332750E-12	1.5774919E+0	1.5605723E+0	406.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	24.132900E+0	284.84674E-15	0.0000000E+0	3.3270002E-3	498.77935E-15	2.5763124E-12	62.457532E-12	1.5774953E+0	1.5605849E+0	406.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	53.181362E+0	593.36276E-15	0.0000000E+0	3.3270002E-3	439.16842E-15	2.5247590E-12
411.99994E-3	62.784326E-12	1.5774978E+0	1.5605686E+0	412.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-34.989578E+0	334.11230E-15	0.0000000E+0	3.3270002E-3	499.00264E-15	2.4850196E-12	62.997510E-12	1.5774965E+0	1.5605841E+0	412.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-65.862564E+0	486.76563E-15	0.0000000E+0	3.3270002E-3	481.08094E-15	2.4774661E-12
417.50002E-3	63.380676E-12	1.5774994E+0	1.5605718E+0	417.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-13.176762E+0	513.70280E-15	0.0000000E+0	3.3270002E-3	579.51837E-15	2.4614041E-12	63.608459E-12	1.5774940E+0	1.5605822E+0	417.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-116.49419E+0	516.27127E-15	0.0000000E+0	3.3270002E-3	477.17424E-15	2.4835153E-12
422.99998E-3	63.757874E-12	1.5775000E+0	1.5605710E+0	423.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	45.463367E+0	460.06374E-15	0.0000000E+0	3.3270002E-3	477.50215E-15	2.5118818E-12	64.455254E-12	1.5775002E+0	1.5605916E+0	423.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-99.285080E+0	596.91884E-15	0.0000000E+0	3.3270002E-3	501.31622E-15	2.4939382E-12
428.49994E-3	64.181022E-12	1.5774984E+0	1.5605704E+0	428.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	8.9024744E+0	506.25557E-15	0.0000000E+0	3.3270002E-3	497.25941E-15	2.5394773E-12	65.045892E-12	1.5774982E+0	1.5605849E+0	428.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	26.787127E+0	606.70636E-15	0.0000000E+0	3.3270002E-3	458.33839E-15	2.5513257E-12
434.00002E-3	64.827255E-12	1.5775001E+0	1.5605750E+0	433.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	17.836210E+0	674.99082E-15	0.0000000E+0	3.3270002E-3	430.13604E-15	2.5129536E-12	65.438287E-12	1.5774996E+0	1.5605842E+0	433.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	76.633049E+0	530.13111E-15	0.0000000E+0	3.3270002E-3	496.09156E-15	2.6049176E-12
439.49997E-3	65.685367E-12	1.5775025E+0	1.5605736E+0	439.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-13.313494E+0	430.77168E-15	0.0000000E+0	3.3270002E-3	336.16976E-15	2.4924778E-12	65.996923E-12	1.5775056E+0	1.5605844E+0	439.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-21.897709E+0	491.64145E-15	0.0000000E+0	3.3270002E-3	478.58364E-15	2.5422242E-12
444.99993E-3	66.088267E-12	1.5774978E+0	1.5605720E+0	444.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	22.376249E+0	425.97387E-15	0.0000000E+0	3.3270002E-3	463.35364E-15	2.5664111E-12	66.194022E-12	1.5775093E+0	1.5605842E+0	444.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-26.542999E+0	638.82336E-15	0.0000000E+0	3.3270002E-3	583.67970E-15	2.4666189E-12
450.50001E-3	66.566953E-12	1.5774944E+0	1.5605723E+0	450.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-32.182850E+0	508.25555E-15	0.0000000E+0	3.3270002E-3	492.94542E-15	2.4910159E-12	66.341321E-12	1.5775079E+0	1.5605782E+0	450.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	13.251926E+0	405.63746E-15	0.0000000E+0	3.3270002E-3	513.55209E-15	2.5262266E-12
455.99997E-3	67.104704E-12	1.5775005E+0	1.5605797E+0	456.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	16.309685E+0	369.14737E-15	0.0000000E+0	3.3270002E-3	483.27314E-15	2.5164176E-12	66.851802E-12	1.5775024E+0	1.5605791E+0	456.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	56.200821E+0	289.90021E-15	0.0000000E+0	3.3270002E-3	455.72915E-15	2.4926740E-12
461.49993E-3	67.659781E-12	1.5775015E+0	1.5605817E+0	461.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	70.551048E+0	434.08042E-15	0.0000000E+0	3.3270002E-3	501.59540E-15	2.5221682E-12	67.419341E-12	1.5775083E+0	1.5605903E+0	461.49999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	82.215736E+0	597.49455E-15	0.0000000E+0	3.3270002E-3	491.97777E-15	2.5131943E-12
467.00001E-3	68.341548E-12	1.5774997E+0	1.5605778E+0	467.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-52.310822E+0	492.58324E-15	0.0000000E+0	3.3270002E-3	476.12717E-15	2.4807786E-12	68.002444E-12	1.5775050E+0	1.5605860E+0	467.00001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-63.609623E+0	386.67921E-15	0.0000000E+0	3.3270002E-3	498.02426E-15	2.5257500E-12
472.49997E-3	68.754502E-12	1.5774971E+0	1.5605744E+0	472.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	113.68530E+0	713.09592E-15	0.0000000E+0	3.3270002E-3	484.41709E-15	2.5518632E-12	68.660862E-12	1.5775032E+0	1.5605888E+0	472.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-50.019882E+0	297.62873E-15	0.0000000E+0	3.3270002E-3	580.44617E-15	2.4804074E-12
477.99993E-3	69.502071E-12	1.5775045E+0	1.5605723E+0	477.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	37.142982E+0	837.76502E-15	0.0000000E+0	3.3270002E-3	656.71974E-15	2.4721588E-12	69.238990E-12	1.5775058E+0	1.5605958E+0	477.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	35.102089E+0	613.06662E-15	0.0000000E+0	3.3270002E-3	519.75525E-15	2.5076551E-12
483.50000E-3	69.712722E-12	1.5775075E+0	1.5605770E+0	483.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-29.362276E+0	401.00082E-15	0.0000000E+0	3.3270002E-3	562.90167E-15	2.5605917E-12	69.899066E-12	1.5775040E+0	1.5605913E+0	483.50000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	40.376682E+0	443.41714E-15	0.0000000E+0	3.3270002E-3	581.16478E-15	2.5413135E-12
488.99996E-3	70.246441E-12	1.5775003E+0	1.5605799E+0	488.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	60.469814E+0	369.53920E-15	0.0000000E+0	3.3270002E-3	530.92909E-15	2.5332184E-12	70.412697E-12	1.5775007E+0	1.5605830E+0	488.99999E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-84.902184E+0	462.43483E-15	0.0000000E+0	3.3270002E-3	490.05835E-15	2.5083403E-12
494.49992E-3	70.828815E-12	1.5775040E+0	1.5605774E+0	494.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	-23.078831E+0	734.71237E-15	0.0000000E+0	3.3270002E-3	546.48826E-15	2.4949734E-12	70.935015E-12	1.5775044E+0	1.5605841E+0	494.50001E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	62.168606E+0	564.07770E-15	0.0000000E+0	3.3270002E-3	516.40316E-15	2.4681457E-12
500.00000E-3	71.439930E-12	1.5775006E+0	1.5605719E+0	500.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	17.789265E+0	439.93593E-15	0.0000000E+0	3.3270002E-3	551.59382E-15	2.5322413E-12	71.703934E-12	1.5775045E+0	1.5605781E+0	500.00000E-3	-730.40786E-9	-446.37332E-9	-76.753238E-9	20.095787E+0	446.00695E-15	0.0000000E+0	3.3270002E-3	464.62893E-15	2.5701160E-12
